configId,modelFamily,threshold,fitSeconds,model,set,accuracy,precision,recall
27,xgboost,0.45,1.3723161999987497,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
27,xgboost,0.5,1.3723161999987497,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
27,xgboost,0.55,1.3723161999987497,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
29,xgboost,0.45,1.1483002999993914,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
29,xgboost,0.5,1.1483002999993914,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
29,xgboost,0.55,1.1483002999993914,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
32,xgboost,0.45,1.3433875999980955,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
32,xgboost,0.5,1.3433875999980955,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
32,xgboost,0.55,1.3433875999980955,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
34,xgboost,0.5,0.8124553999987256,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 400, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
34,xgboost,0.55,0.8124553999987256,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 400, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
35,xgboost,0.45,1.3146271000005072,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
35,xgboost,0.5,1.3146271000005072,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
35,xgboost,0.55,1.3146271000005072,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
36,xgboost,0.45,1.7720676999997522,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
36,xgboost,0.5,1.7720676999997522,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
36,xgboost,0.55,1.7720676999997522,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
37,xgboost,0.45,2.4124315999979444,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
37,xgboost,0.5,2.4124315999979444,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
37,xgboost,0.55,2.4124315999979444,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
38,xgboost,0.45,0.9530878000005032,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
38,xgboost,0.5,0.9530878000005032,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
38,xgboost,0.55,0.9530878000005032,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
39,xgboost,0.45,1.2946296999980405,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
39,xgboost,0.5,1.2946296999980405,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
39,xgboost,0.55,1.2946296999980405,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
42,xgboost,0.45,0.9973327000006975,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
42,xgboost,0.5,0.9973327000006975,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
42,xgboost,0.55,0.9973327000006975,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
47,xgboost,0.45,0.6486715999999433,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
47,xgboost,0.5,0.6486715999999433,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
47,xgboost,0.55,0.6486715999999433,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
48,xgboost,0.45,2.6152941000000283,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
48,xgboost,0.5,2.6152941000000283,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
48,xgboost,0.55,2.6152941000000283,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
50,xgboost,0.45,1.2705347000010079,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
50,xgboost,0.5,1.2705347000010079,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
50,xgboost,0.55,1.2705347000010079,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
51,xgboost,0.45,2.832230600000912,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
51,xgboost,0.5,2.832230600000912,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
51,xgboost,0.55,2.832230600000912,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
61,xgboost,0.45,0.38349989999915124,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 200, 'minChildWeight': 1, 'maxDepth': 4, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
61,xgboost,0.5,0.38349989999915124,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 200, 'minChildWeight': 1, 'maxDepth': 4, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
61,xgboost,0.55,0.38349989999915124,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 200, 'minChildWeight': 1, 'maxDepth': 4, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
63,xgboost,0.55,0.539313499997661,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 200, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.1, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
65,xgboost,0.45,2.5434845999989193,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
