modelFamily,bestAccuracy,avgAccuracy,bestRecall,avgFitSeconds,testedThresholds,testedConfigs
adaBoost,0.8095238095238095,0.6152380952380951,1.0,6.739588862719993,3,25
gradientBoosting,0.8095238095238095,0.7338624338624339,1.0,11.424645166733352,3,30
histGradientBoosting,0.8095238095238095,0.7613756613756614,1.0,4.557956790549997,3,40
xgboost,0.8095238095238095,0.7634920634920634,1.0,3.117798645200002,3,60
mlp,0.7936507936507936,0.662610229276896,1.0,0.4325122628333399,3,30
randomForest,0.7936507936507936,0.7219954648526077,1.0,12.524688543028553,3,35
extraTrees,0.7777777777777778,0.7164021164021164,1.0,2.499412176228566,3,35
svc,0.7301587301587301,0.6444444444444444,1.0,0.6051465586399809,3,25
