configId,modelFamily,threshold,fitSeconds,model,set,accuracy,precision,recall
0,xgboost,0.45,2.811881468999985,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
0,xgboost,0.5,2.811881468999985,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
0,xgboost,0.55,2.811881468999985,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
2,xgboost,0.45,1.1245750760000135,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 7, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
2,xgboost,0.5,1.1245750760000135,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 7, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
2,xgboost,0.55,1.1245750760000135,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 7, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
4,xgboost,0.45,3.0955090490000146,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
4,xgboost,0.5,3.0955090490000146,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
4,xgboost,0.55,3.0955090490000146,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
6,xgboost,0.45,3.273795280999991,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
6,xgboost,0.5,3.273795280999991,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
6,xgboost,0.55,3.273795280999991,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
7,xgboost,0.45,1.339000900000002,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
7,xgboost,0.5,1.339000900000002,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
7,xgboost,0.55,1.339000900000002,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
12,xgboost,0.55,2.804777449000028,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 3, 'maxDepth': 4, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
15,xgboost,0.45,3.1348356980000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
15,xgboost,0.5,3.1348356980000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
15,xgboost,0.55,3.1348356980000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
16,xgboost,0.45,5.562302358000011,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
16,xgboost,0.5,5.562302358000011,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
16,xgboost,0.55,5.562302358000011,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.5, 'nEstimators': 400, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
19,xgboost,0.45,7.6267818030000285,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.05, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
19,xgboost,0.5,7.6267818030000285,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.05, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
19,xgboost,0.55,7.6267818030000285,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.05, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
20,xgboost,0.5,2.7188310020000017,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 200, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.05, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
20,xgboost,0.55,2.7188310020000017,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 200, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.05, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
24,xgboost,0.45,6.665639074000012,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
24,xgboost,0.5,6.665639074000012,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
24,xgboost,0.55,6.665639074000012,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
25,xgboost,0.45,1.8872181229999683,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 7, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
25,xgboost,0.5,1.8872181229999683,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 7, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
25,xgboost,0.55,1.8872181229999683,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 7, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
26,xgboost,0.45,14.424503455000036,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.01, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
26,xgboost,0.5,14.424503455000036,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.01, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
26,xgboost,0.55,14.424503455000036,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 1, 'maxDepth': 8, 'learningRate': 0.01, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
27,xgboost,0.45,2.366819559000021,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
27,xgboost,0.5,2.366819559000021,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
27,xgboost,0.55,2.366819559000021,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 7, 'regAlpha': 0.1, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
29,xgboost,0.45,2.175460088999955,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
29,xgboost,0.5,2.175460088999955,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
29,xgboost,0.55,2.175460088999955,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 5, 'regAlpha': 0.1, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
32,xgboost,0.45,3.5325071390000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
32,xgboost,0.5,3.5325071390000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
32,xgboost,0.55,3.5325071390000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
34,xgboost,0.5,1.6800488859999518,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 400, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
34,xgboost,0.55,1.6800488859999518,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 400, 'minChildWeight': 5, 'maxDepth': 5, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
35,xgboost,0.5,2.8475483440000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
35,xgboost,0.55,2.8475483440000176,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.1, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 5, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
36,xgboost,0.45,5.102409493999971,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
36,xgboost,0.5,5.102409493999971,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
36,xgboost,0.55,5.102409493999971,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 5, 'regAlpha': 0.0, 'nEstimators': 600, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
37,xgboost,0.45,5.325581220000004,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
37,xgboost,0.5,5.325581220000004,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
37,xgboost,0.55,5.325581220000004,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.1, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
38,xgboost,0.45,2.0665537599999766,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
38,xgboost,0.5,2.0665537599999766,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
38,xgboost,0.55,2.0665537599999766,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 3, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
39,xgboost,0.45,2.895100119999995,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
39,xgboost,0.5,2.895100119999995,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
39,xgboost,0.55,2.895100119999995,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.1, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
42,xgboost,0.45,2.3838505209999994,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
42,xgboost,0.5,2.3838505209999994,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
42,xgboost,0.55,2.3838505209999994,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 3, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 5, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
45,xgboost,0.5,1.5130989230000296,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 7, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
45,xgboost,0.55,1.5130989230000296,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.7, 'regLambda': 3, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 7, 'maxDepth': 4, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
47,xgboost,0.45,1.2566798940000012,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
47,xgboost,0.5,1.2566798940000012,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
47,xgboost,0.55,1.2566798940000012,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 800, 'minChildWeight': 1, 'maxDepth': 3, 'learningRate': 0.1, 'gamma': 0.3, 'colsampleBytree': 0.6}",train,1.0,1.0,1.0
48,xgboost,0.45,5.384512798999992,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
48,xgboost,0.5,5.384512798999992,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
48,xgboost,0.55,5.384512798999992,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 5, 'maxDepth': 8, 'learningRate': 0.03, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
50,xgboost,0.45,3.746330078000028,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
50,xgboost,0.5,3.746330078000028,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
50,xgboost,0.55,3.746330078000028,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 0.85, 'regLambda': 1, 'regAlpha': 0.5, 'nEstimators': 600, 'minChildWeight': 5, 'maxDepth': 6, 'learningRate': 0.08, 'gamma': 0.0, 'colsampleBytree': 0.8}",train,1.0,1.0,1.0
51,xgboost,0.45,6.458491570999968,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
51,xgboost,0.5,6.458491570999968,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
51,xgboost,0.55,6.458491570999968,"{'modelFamily': 'xgboost', 'randomState': 226, 'subsample': 1.0, 'regLambda': 7, 'regAlpha': 0.0, 'nEstimators': 1000, 'minChildWeight': 3, 'maxDepth': 6, 'learningRate': 0.05, 'gamma': 0.0, 'colsampleBytree': 1.0}",train,1.0,1.0,1.0
60,histGradientBoosting,0.45,3.620060346999992,"{'modelFamily': 'histGradientBoosting', 'randomState': 226, 'minSamplesLeaf': 5, 'maxLeafNodes': 127, 'maxIter': 800, 'maxDepth': 4, 'learningRate': 0.1, 'l2Regularization': 0.0}",train,1.0,1.0,1.0
60,histGradientBoosting,0.5,3.620060346999992,"{'modelFamily': 'histGradientBoosting', 'randomState': 226, 'minSamplesLeaf': 5, 'maxLeafNodes': 127, 'maxIter': 800, 'maxDepth': 4, 'learningRate': 0.1, 'l2Regularization': 0.0}",train,1.0,1.0,1.0
60,histGradientBoosting,0.55,3.620060346999992,"{'modelFamily': 'histGradientBoosting', 'randomState': 226, 'minSamplesLeaf': 5, 'maxLeafNodes': 127, 'maxIter': 800, 'maxDepth': 4, 'learningRate': 0.1, 'l2Regularization': 0.0}",train,1.0,1.0,1.0
61,histGradientBoosting,0.45,4.240735583000003,"{'modelFamily': 'histGradientBoosting', 'randomState': 226, 'minSamplesLeaf': 20, 'maxLeafNodes': 63, 'maxIter': 400, 'maxDepth': None, 'learningRate': 0.03, 'l2Regularization': 0.1}",train,1.0,1.0,1.0
61,histGradientBoosting,0.5,4.240735583000003,"{'modelFamily': 'histGradientBoosting', 'randomState': 226, 'minSamplesLeaf': 20, 'maxLeafNodes': 63, 'maxIter': 400, 'maxDepth': None, 'learningRate': 0.03, 'l2Regularization': 0.1}",train,1.0,1.0,1.0
61,histGradientBoosting,0.55,4.240735583000003,"{'modelFamily': 'histGradientBoosting', 'randomState': 226, 'minSamplesLeaf': 20, 'maxLeafNodes': 63, 'maxIter': 400, 'maxDepth': None, 'learningRate': 0.03, 'l2Regularization': 0.1}",train,1.0,1.0,1.0
62,histGradientBoosting,0.45,13.640613282000004,"{'modelFamily': 'histGradientBoosting', 'randomState': 226, 'minSamplesLeaf': 5, 'maxLeafNodes': 63, 'maxIter': 600, 'maxDepth': 10, 'learningRate': 0.05, 'l2Regularization': 0.3}",train,1.0,1.0,1.0
