"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2026","IU Indy",74.9572,4,73.2208,3,107.443,198,105.429,244,118.531,351,119.329,342,-13.9008,317
"2026","Jackson St.",71.0593,50,69.4831,72,97.9696,342,99.9954,324,116.537,341,118.836,339,-18.8407,341
"2026","Jacksonville",65.1785,329,63.382,350,105.756,234,103.045,285,113.998,309,114.521,286,-11.4762,295
"2026","Jacksonville St.",65.7659,305,65.3682,288,105.664,239,105.24,251,106.634,127,108.419,153,-3.17827,209
"2026","James Madison",67.0184,246,66.0201,256,110.64,126,109.162,169,110.05,219,113.029,254,-3.86725,213
"2026","Kansas",68.2177,190,67.6709,165,109.793,142,118.333,57,100.811,34,93.9376,10,24.3952,21
"2026","Kansas City",71.4274,33,69.8114,57,93.4387,361,91.988,361,118.099,349,117.236,322,-25.2483,358
"2026","Kansas St.",73.816,7,72.6476,6,107.655,191,113.228,103,111.148,249,106.299,116,6.9291,100
"2026","Kennesaw St.",71.8683,27,71.1972,19,110.966,122,110.726,142,108.167,170,109.963,193,0.762644,162
"2026","Kent St.",72.1031,24,70.2521,35,112.905,89,111.818,119,109.723,212,110.295,200,1.52245,147
"2026","Kentucky",69.7956,100,68.3817,124,115.821,53,120.519,38,105.843,106,99.0645,27,21.455,28
"2026","La Salle",66.4137,280,65.8275,267,100.788,318,105.645,238,112.684,284,111.576,223,-5.93107,233
"2026","Lafayette",66.9172,249,66.7804,215,102.888,291,100.716,316,112.055,272,115.933,306,-15.2174,325
"2026","Lamar",65.8032,303,65.5969,275,103.509,280,103.113,284,106.448,121,109.362,178,-6.24881,237
"2026","Le Moyne",69.1968,135,69.5332,70,104.888,253,101.987,299,106.546,125,113.812,270,-11.8245,299
"2026","Lehigh",66.5697,265,66.9241,204,105.141,249,102.698,290,108.416,176,113.107,257,-10.4083,284
"2026","Liberty",64.5926,338,64.1101,339,117.108,43,118.111,58,110.646,233,113.385,262,4.72599,116
"2026","Lindenwood",73.0225,11,72.3967,8,101.824,307,100.472,319,102.764,58,108.978,167,-8.50534,267
"2026","Lipscomb",70.4841,75,69.3513,74,110.186,135,106.883,214,108.788,190,109.714,188,-2.83101,203
"2026","Little Rock",67.5963,217,66.6677,223,102.13,304,102.749,289,109.824,215,115.698,303,-12.949,310
"2026","LIU",68.1388,193,67.8165,154,108.425,175,105.628,239,103.621,70,109.586,187,-3.95786,216
"2026","Long Beach St.",70.8915,59,68.5392,117,102.172,303,105.553,242,110.194,224,111.361,219,-5.80733,231
"2026","Longwood",69.4124,121,68.4615,122,106.119,226,103.442,279,106.867,134,112.573,249,-9.13102,272
"2026","Louisiana",64.0841,353,63.2444,353,99.5293,332,100.155,321,110.038,218,113.339,260,-13.184,313
"2026","Louisiana Monroe",70.7063,68,70.1433,39,100.485,321,101.216,310,119.723,358,122.191,360,-20.9746,351
"2026","Louisiana Tech",64.6941,337,64.2911,332,103.788,276,103.005,286,103.903,75,105.71,106,-2.70476,199
"2026","Louisville",70.9731,55,69.6905,61,119.143,24,124.05,19,102.053,45,98.6527,25,25.3974,19
"2026","Loyola Chicago",65.8788,301,65.5427,278,101.194,313,103.346,281,114.751,322,113.538,265,-10.1912,281
"2026","Loyola Marymount",68.1241,194,66.9629,201,105.123,250,106.56,219,105.342,99,105.767,109,0.792022,160
"2026","Loyola MD",68.1396,192,68.2105,130,106.334,224,104.2,266,113.447,300,119.057,341,-14.8574,323
"2026","LSU",68.6958,163,66.6439,224,115.491,56,119.807,47,111.652,262,106.602,121,13.205,62
"2026","Maine",64.8524,333,64.7368,316,94.6313,358,91.5268,363,105.567,102,111.937,235,-20.41,348
"2026","Manhattan",68.1202,195,67.8652,146,105.216,246,104.372,263,115.237,328,120.865,351,-16.4931,330
"2026","Marist",66.4928,275,66.3416,237,103.138,285,99.5306,329,95.867,3,102.644,60,-3.11346,207
"2026","Marquette",70.0615,91,68.8952,97,106.051,228,111.807,120,106.819,133,102.173,56,9.63434,84
"2026","Marshall",70.6827,70,69.3073,75,113.99,72,112.081,116,111.6,261,115.199,296,-3.11735,208
"2026","Maryland",66.6703,259,66.1644,249,104.028,272,111.138,133,114.662,321,106.881,126,4.25693,122
"2026","Maryland Eastern Shore",64.4468,344,63.1002,356,95.2152,356,94.6257,358,108.883,193,115.423,300,-20.7971,349
"2026","Massachusetts",71.167,47,69.9401,48,109.884,140,108.716,180,108.529,179,111.313,216,-2.59717,196
"2026","McNeese",66.4824,278,66.1823,248,114.794,64,114.312,91,99.8257,27,101.774,49,12.5376,66
"2026","Memphis",71.4063,36,70.2031,38,104.481,263,107.212,207,106.543,124,104.683,89,2.52905,134
"2026","Mercer",69.4565,117,68.9487,92,115.379,59,111.769,121,111.702,264,113.733,269,-1.96434,189
"2026","Mercyhurst",64.5761,339,64.8204,313,103.718,278,101.219,309,104.644,84,111.896,232,-10.6765,287
"2026","Merrimack",63.7594,359,63.4594,348,106.59,218,106.507,221,103.076,64,107.387,138,-0.88033,180
"2026","Miami FL",69.3367,128,67.5927,168,117.957,38,121.366,33,103.133,65,100.701,38,20.6651,31
"2026","Miami OH",71.2663,42,69.99,44,119.995,17,116.784,70,104.985,92,108.516,157,8.26816,93
"2026","Michigan",71.3221,39,70.9912,22,121.135,10,126.62,8,97.2703,10,89.0377,1,37.5826,3
"2026","Michigan St.",66.801,253,66.09,253,117.217,41,123.042,24,101.382,40,94.7422,13,28.2996,9
"2026","Middle Tennessee",66.5966,262,65.7947,269,107.856,189,109.212,168,109.261,202,109.715,189,-0.502607,176
"2026","Milwaukee",69.0742,142,67.3769,180,108.217,179,106.491,222,115.734,333,115.352,299,-8.8612,268
"2026","Minnesota",63.0041,365,62.4916,362,109.971,138,114.608,87,107.953,165,103.694,72,10.9141,77
"2026","Mississippi",68.2863,187,66.374,236,109.2,154,114.109,92,109.287,204,101.525,47,12.5848,65
"2026","Mississippi St.",71.4615,32,69.6476,63,107.371,200,112.678,109,112.87,290,105.715,107,6.96242,99
"2026","Mississippi Valley St.",69.696,107,67.0096,199,90.637,364,90.3345,364,119.194,356,121.661,356,-31.3261,365
"2026","Missouri",68.3597,180,66.2035,246,115.474,58,119.477,50,109.757,213,104.113,80,15.3639,52
"2026","Missouri St.",66.3373,283,65.4874,284,108.654,170,109.04,174,110.271,226,112.002,237,-2.96177,206
"2026","Monmouth",67.1949,237,67.0983,196,105.771,232,106.102,226,104.439,80,106.953,127,-0.851206,179
"2026","Montana",71.0563,51,69.6148,66,106.782,212,106.737,217,109.093,199,108.484,156,-1.74736,185
"2026","Montana St.",67.3584,228,65.8854,265,111.381,112,110.955,137,108.133,169,108.005,145,2.95041,133
"2026","Morehead St.",66.8491,251,65.3671,289,107.045,207,106.863,215,111.819,266,117.205,319,-10.3423,282
"2026","Morgan St.",70.7272,66,70.7177,24,100.838,316,99.355,335,112.996,292,121.081,353,-21.7264,353
"2026","Mount St. Mary's",67.6712,215,67.5205,173,100.119,326,99.3885,333,104.346,79,109.016,168,-9.62716,276
"2026","Murray St.",72.2742,23,71.5744,14,115.231,60,116.28,73,110.612,231,112.153,240,4.12701,123
"2026","N.C. State",69.5326,115,69.0712,87,118.409,33,123.176,23,108.649,186,103.688,71,19.4874,34
"2026","Navy",65.1904,327,65.1242,302,112.578,94,107.385,203,98.4893,19,105.578,104,1.80732,142
"2026","Nebraska",67.2763,233,66.7625,218,113.845,74,118.544,55,97.7934,12,92.3934,7,26.1505,14
"2026","Nebraska Omaha",68.6278,168,67.0151,198,107.35,201,106.093,227,112.763,287,114.228,279,-8.13526,263
"2026","Nevada",66.8169,252,66.1023,250,112.444,96,115.758,79,105.525,101,104.381,86,11.3774,74
"2026","New Hampshire",67.2165,236,67.4655,178,96.5127,348,95.1445,357,110.781,237,115.966,307,-20.8211,350
"2026","New Haven",63.529,360,63.3333,351,96.7611,346,96.1113,350,106.244,114,112.221,241,-16.1097,328
"2026","New Mexico",70.4625,77,69.8125,56,114.007,71,117.124,65,101.802,41,101.242,44,15.8818,50
"2026","New Mexico St.",67.2645,235,66.9438,203,108.888,164,108.798,179,108.476,178,110.208,198,-1.40994,182
"2026","New Orleans",69.645,110,69.7362,60,106.336,223,109.744,157,110.979,244,111.892,231,-2.14797,194
"2026","Niagara",63.0917,364,62.128,365,100.163,325,99.5974,327,113.099,293,118.103,331,-18.506,338
"2026","Nicholls",68.3301,184,68.2031,131,104.124,268,105.792,234,110.526,230,111.981,236,-6.18868,236
"2026","NJIT",67.9035,209,67.8365,149,97.6461,343,96.4891,348,108.27,172,113.426,263,-16.9372,332
"2026","Norfolk St.",69.1255,141,68.2178,129,103.441,281,101.391,308,107.771,161,116.7,316,-15.3086,326
"2026","North Alabama",65.5759,315,64.8318,312,102.606,298,99.5313,328,117.926,348,118.782,338,-19.2504,342
"2026","North Carolina",68.7852,161,67.9506,144,115.736,54,121.393,32,104.018,77,100.575,37,20.8185,30
"2026","North Carolina A&T",69.1315,140,68.5199,118,106.358,221,105.245,250,113.293,297,116.128,309,-10.8834,290
"2026","North Carolina Central",66.667,260,65.7727,271,101.315,311,100.054,323,115.004,325,121.12,354,-21.0663,352
"2026","North Dakota",69.2362,131,67.2154,189,106.655,215,106.784,216,114.299,314,116.459,311,-9.67428,278
"2026","North Dakota St.",68.0273,198,66.3335,239,114.563,67,111.707,124,102.597,54,106.709,124,4.99833,115
"2026","North Florida",71.9545,25,70.4658,30,106.749,213,106.952,213,123.64,363,124.422,363,-17.4701,335
"2026","North Texas",66.0493,295,65.0423,306,102.566,299,103.385,280,100.923,35,100.915,39,2.46961,135
"2026","Northeastern",69.6542,109,69.609,67,107.101,206,107.527,199,115.932,335,118.09,330,-10.5628,286
"2026","Northern Arizona",65.5099,317,63.8171,342,104.048,271,105.105,254,118.863,353,119.612,345,-14.5069,319
"2026","Northern Colorado",70.024,93,68.7169,105,113.566,81,112.247,114,109.645,211,110.425,202,1.82277,141
"2026","Northern Illinois",68.9652,151,67.4715,177,96.3432,351,97.051,344,114.134,310,114.261,281,-17.2098,333
"2026","Northern Iowa",63.4121,362,62.2904,363,108.087,183,110.02,153,97.1395,8,98.2183,24,11.8012,71
"2026","Northern Kentucky",70.8828,60,70.2214,37,113.588,79,109.533,162,110.21,225,110.13,196,-0.596981,178
"2026","Northwestern",65.3344,322,65.0814,304,111.465,111,117.467,60,110.143,221,104.068,79,13.3994,57
"2026","Northwestern St.",65.1522,330,64.7734,315,101.094,314,102.279,297,111.511,258,112.434,245,-10.1553,280
"2026","Notre Dame",66.713,256,65.9692,261,109.66,145,115.516,80,110.871,241,106.659,123,8.85728,89
"2026","Oakland",71.1149,48,69.8446,54,114.638,66,115.241,82,116.463,339,115.038,295,0.203666,169
"2026","Ohio",70.3451,80,68.8313,99,108.014,184,107.88,192,112.53,278,113.461,264,-5.58114,228
"2026","Ohio St.",66.5802,263,66.0982,252,118.264,34,124.3,16,108.263,171,102.068,54,22.2315,26
"2026","Oklahoma",68.4135,177,66.2567,243,120.34,14,124.2,17,111.942,270,105.869,110,18.3305,40
"2026","Oklahoma St.",74.0433,6,72.2486,9,112.42,97,119.909,45,111.085,248,107.634,139,12.2752,68
"2026","Old Dominion",70.2952,83,68.9682,91,107.198,205,106.034,228,110.929,242,113,253,-6.96628,248
"2026","Oral Roberts",69.227,133,67.75,157,102.956,288,101.976,300,114.51,318,115.003,293,-13.0266,312
"2026","Oregon",66.4958,274,65.9261,263,105.757,233,111.609,127,111.163,250,104.593,88,7.01598,98
"2026","Oregon St.",66.1879,287,65.1352,299,105.885,231,109.252,167,110.622,232,109.82,190,-0.567751,177
"2026","Pacific",65.819,302,64.3092,331,107.93,187,110.777,139,105.715,104,105.249,100,5.52741,111
"2026","Penn",68.8241,158,69.0707,88,107.408,199,107.342,204,105.745,105,106.014,113,1.32828,151
"2026","Penn St.",67.4637,224,67.4839,176,109.483,149,114.037,93,117.702,346,111.871,230,2.16617,138
"2026","Pepperdine",69.4309,119,68.6163,112,100.205,324,105.315,248,113.75,307,113.357,261,-8.04145,261
"2026","Pittsburgh",64.5585,340,63.5585,344,108.103,182,113.747,97,110.746,236,106.177,115,7.57063,94
"2026","Portland",69.6964,106,68.4632,121,102.26,301,106.144,225,111.359,254,108.946,165,-2.80243,202
"2026","Portland St.",69.0148,149,68.001,141,106.079,227,103.475,278,102.03,44,101.979,52,1.49538,149
"2026","Prairie View A&M",72.8256,13,70.9668,23,103.79,275,101.213,311,106.745,130,111.906,233,-10.6925,288
"2026","Presbyterian",66.0647,293,64.1856,338,104.469,264,103.158,283,108.99,196,112.232,243,-9.07456,270
"2026","Princeton",64.5005,342,63.5292,345,104.07,270,105.403,245,111.276,253,112.651,250,-7.24795,252
"2026","Providence",72.3508,20,71.2761,17,115.028,62,121.048,35,112.914,291,109.27,176,11.7777,72
"2026","Purdue",65.2669,325,64.4118,325,124.697,2,131.629,1,107.369,143,100.45,36,31.1791,8
"2026","Purdue Fort Wayne",69.0319,147,67.6868,163,107.337,203,105.342,247,114.208,313,113.181,259,-7.83943,260
"2026","Queens",70.7192,67,69.6344,64,119.278,23,115.769,77,116.775,343,117.212,320,-1.44361,183
"2026","Quinnipiac",69.7726,101,69.8957,51,105.302,244,104.156,267,102.807,61,108.452,155,-4.2968,219
"2026","Radford",72.4257,18,70.6142,26,108.93,163,106.29,223,109.794,214,113.951,273,-7.66029,257
"2026","Rhode Island",66.0308,297,65.7296,272,104.863,254,105.813,233,102.452,53,103.43,69,2.38337,137
"2026","Rice",66.7303,254,65.5351,280,106.425,219,108.625,182,113.234,296,113.846,271,-5.22105,226
"2026","Richmond",68.451,175,67.6636,166,111.109,119,111.287,130,108.785,189,110.513,204,0.773744,161
"2026","Rider",65.6969,308,65.8043,268,95.2642,355,95.6828,351,116.646,342,120.134,349,-24.4516,357
"2026","Robert Morris",66.1239,291,64.4758,324,114.067,70,110.751,141,108.553,180,109.068,171,1.68316,144
"2026","Rutgers",66.5327,268,66.87,210,104.774,257,110.468,148,111.879,267,106.52,120,3.94743,125
"2026","Sacramento St.",72.2908,21,71.6314,11,104.287,266,105.853,232,114.834,324,114.177,277,-8.32405,265
"2026","Sacred Heart",68.3541,181,68.4514,123,107.926,188,107.169,209,112.808,288,118.765,337,-11.5961,296
"2026","Saint Francis",69.9877,96,69.9811,45,99.7669,330,99.4891,331,117.868,347,121.761,357,-22.2716,354
"2026","Saint Joseph's",68.0237,199,68.0384,137,105.406,242,107.275,205,102.729,57,102.775,64,4.5001,119
"2026","Saint Louis",71.9297,26,71.0274,21,120.307,15,119.452,51,98.7372,21,101.179,42,18.273,41
"2026","Saint Mary's",66.3613,282,65.181,298,117.183,42,120.371,40,98.3255,17,97.2174,20,23.1536,24
"2026","Saint Peter's",65.5309,316,65.5378,279,104.834,255,102.962,287,104.553,82,110.505,203,-7.5437,255
"2026","Sam Houston St.",70.4662,76,70.0654,42,113.714,76,113.573,100,107.685,155,107.824,143,5.74915,110
